Case,Case Name,Notification Date,Decision Date,Decision,Phase,Sector,Language,Link
M.10327,ELEXENT / GP JOULE CONNECT / ELEXENT DACH JV,2021-06-08,2021-07-01,Art. 6(1)(b),Phase I,H.52,1,https://ec.europa.eu/competition/mergers/cases1/202128/m10327_79_3.pdf
M.10316,MACQUARIE / WARRINGTON / BINGO,2021-06-08,2021-06-30,Art. 6(1)(b),Phase I,E.38,1,https://ec.europa.eu/competition/mergers/cases1/202128/m10316_74_3.pdf
M.10303,ASTORG / BRIDGEPOINT / FENERGO,2021-06-07,2021-07-12,Art. 6(1)(b),Phase I,J.62,1,https://ec.europa.eu/competition/mergers/cases1/202129/m10303_100_3.pdf
M.10315,BCI / ABP / TIG / JV / CERTAIN ASSETS OF ARAUCO,2021-06-04,2021-06-30,Art. 6(1)(b),Phase I,A.02,1,https://ec.europa.eu/competition/mergers/cases1/202128/m10315_120_7.pdf
M.10352,CNP / UNICREDIT / AVIVA LIFE / AVIVA SPA,2021-06-04,2021-06-28,Art. 6(1)(b),Phase I,K.65|K.66,1,https://ec.europa.eu/competition/mergers/cases1/202127/m10352_92_3.pdf
M.10289,PSP / AVIVA / 10 STATION ROAD,2021-06-04,2021-06-29,Art. 6(1)(b),Phase I,L.68,1,https://ec.europa.eu/competition/mergers/cases1/202127/m10289_75_3.pdf
M.10312,ASTORG ASSET MANAGEMENT / SOLINA,2021-06-04,2021-06-28,Art. 6(1)(b),Phase I,C.10,1,https://ec.europa.eu/competition/mergers/cases1/202127/m10312_77_3.pdf
M.10154,BME / SAINT-GOBAIN DISTRIBUTION THE NETHERLANDS,2021-06-04,2021-07-09,Art. 6(1)(b),Phase I,G.47,1,https://ec.europa.eu/competition/mergers/cases1/202135/m10154_452_3.pdf
M.9971,P27 NPP / BANKGIROT,2021-06-03,2021-07-08,Art. 6(1)(b),Phase I,K.66|K.64,1,https://ec.europa.eu/competition/mergers/cases1/202149/M_9971_8045489_693_3.pdf
M.10328,CDPQ / ATI / ATI EUROPEAN COMMUNICATIONS INFRASTRUCTURE BUSINESS,2021-06-02,2021-06-28,Art. 6(1)(b),Phase I,J.61,1,https://ec.europa.eu/competition/mergers/cases1/202128/m10328_66_3.pdf
M.10298,COLONY CAPITAL / PLATINUM SPRING / EDGEPOINT,2021-06-01,2021-06-23,Art. 6(1)(b),Phase I,J.61,1,https://ec.europa.eu/competition/mergers/cases1/202127/m10298_108_3.pdf
M.10078,CARGOTEC / KONECRANES,2021-05-28,2022-02-24,Art. 8(2) with conditions & obligations,Phase II,C.28,1,https://ec.europa.eu/competition/mergers/cases1/202231/M_10078_8433511_6645_3.pdf
M.10291,ARÇELIK / WHIRLPOOL BEYAZ,2021-05-27,2021-06-18,Art. 6(1)(b),Phase I,C.27,1,https://ec.europa.eu/competition/mergers/cases1/202126/m10291_151_3.pdf
M.10329,FAIRFAX / EUROLIFE,2021-05-27,2021-06-18,Art. 6(1)(b),Phase I,K.65,1,https://ec.europa.eu/competition/mergers/cases1/202126/m10329_73_3.pdf
M.10171,INEOS / DAIMLER / MERCEDES-BENZ GRAND PRIX,2021-05-27,2021-06-23,Art. 6(1)(b),Phase I,R.93,1,https://ec.europa.eu/competition/mergers/cases1/202126/m10171_129_3.pdf
M.10229,ALLIANZ / AVIVA ITALIA,2021-05-27,2021-06-29,Art. 6(1)(b),Phase I,K.66|K.65,1,https://ec.europa.eu/competition/mergers/cases1/202140/M_10229_7942595_118_3.pdf
M.10097,AMD / XILINX,2021-05-26,2021-06-30,Art. 6(1)(b),Phase I,C.26,1,https://ec.europa.eu/competition/mergers/cases1/202146/M_10097_8020213_516_3.pdf
M.10282,ICG / INFRA GROUP,2021-05-26,2021-06-18,Art. 6(1)(b),Phase I,J.61|F.42,1,https://ec.europa.eu/competition/mergers/cases1/202126/m10282_79_3.pdf
M.10279,TFS / MITSUI / MAF COLOMBIA,2021-05-25,2021-06-18,Art. 6(1)(b),Phase I,K.64,1,https://ec.europa.eu/competition/mergers/cases1/202126/m10279_70_3.pdf
M.10241,COLONY CAPITAL / LIBERTY GLOBAL / JV,2021-05-21,2021-06-18,Art. 6(1)(b),Phase I,J.63,1,https://ec.europa.eu/competition/mergers/cases1/202126/m10241_161_3.pdf
M.10272,UTMOST / QUILTER INTERNATIONAL,2021-05-21,2021-06-15,Art. 6(1)(b),Phase I,K.65,1,https://ec.europa.eu/competition/mergers/cases1/202125/m10272_114_3.pdf
M.10202,EQT / INVESTINDUSTRIAL / JV,2021-05-21,2021-06-16,Art. 6(1)(b),Phase I,M.72,1,https://ec.europa.eu/competition/mergers/cases1/202126/m10202_97_3.pdf
M.10297,CDPQ / OTPP / OHIO,2021-05-21,2021-06-18,Art. 6(1)(b),Phase I,K.65,1,https://ec.europa.eu/competition/mergers/cases1/202126/m10297_101_3.pdf
M.10238,NORDIC CAPITAL / LEO FOUNDATION / LEO PHARMA,2021-05-21,2021-06-23,Art. 6(1)(b),Phase I,G.46|C.21,1,https://ec.europa.eu/competition/mergers/cases1/202131/m10238_137_3.pdf
M.10294,MUFG / SMFG / MHFG / RESONA HD / JV,2021-05-20,2021-06-18,Art. 6(1)(b),Phase I,K.64,1,https://ec.europa.eu/competition/mergers/cases1/202126/m10294_65_3.pdf
M.10275,SMFL / YANMAR / YANMAR CREDIT,2021-05-19,2021-06-11,Art. 6(1)(b),Phase I,N.77|K.64,1,https://ec.europa.eu/competition/mergers/cases1/202125/m10275_103_3.pdf
M.10256,I SQUARED CAPITAL / TDR CAPITAL / AGGREKO,2021-05-19,2021-06-16,Art. 6(1)(b),Phase I,N.77,1,https://ec.europa.eu/competition/mergers/cases1/202125/m10256_78_3.pdf
M.10221,PLD / NBIM / TARGET ASSETS,2021-05-19,2021-06-14,Art. 6(1)(b),Phase I,L.68,1,https://ec.europa.eu/competition/mergers/cases1/202125/m10221_130_3.pdf
M.10278,EQT / CERBA,2021-05-19,2021-06-14,Art. 6(1)(b),Phase I,Q.87|Q.86,1,https://ec.europa.eu/competition/mergers/cases1/202126/m10278_94_3.pdf
M.10281,ASTORG / COBEPA / CORSEARCH,2021-05-17,2021-06-10,Art. 6(1)(b),Phase I,M.74|J.63,1,https://ec.europa.eu/competition/mergers/cases1/202125/m10281_73_3.pdf
M.10270,SMO PSA / CDC / SWISSTERMINAL / EURO RHEIN PORTS JV,2021-05-11,2021-06-09,Art. 6(1)(b),Phase I,H.52,1,https://ec.europa.eu/competition/mergers/cases1/202125/m10270_110_3.pdf
M.10234,BAIN CAPITAL / CINVEN / LONZA SPECIALTY INGREDIENTS,2021-05-11,2021-06-18,Art. 6(1)(b),Phase I,C.20,1,https://ec.europa.eu/competition/mergers/cases1/202148/M_10234_8034451_151_3.pdf
M.10203,PSA / FELBERMAYR / PSA BREAKBULK / COIL TERMINAL,2021-05-10,2021-06-11,Art. 6(1)(b),Phase I,H.52|H.50,1,https://ec.europa.eu/competition/mergers/cases1/202125/m10203_166_3.pdf
M.10204,TOTAL PRODUCE / DOLE FOOD COMPANY,2021-05-10,2021-06-07,Art. 6(1)(b),Phase I,G.46,1,https://ec.europa.eu/competition/mergers/cases1/202126/m10204_87_3.pdf
M.10226,PROSEGUR / EURONET / JV,2021-05-06,2021-06-02,Art. 6(1)(b),Phase I,K.64,1,https://ec.europa.eu/competition/mergers/cases1/202124/m10226_78_3.pdf
M.10267,HELLMAN & FRIEDMAN / GENSTAR / ENVERUS,2021-05-05,2021-06-01,Art. 6(1)(b),Phase I,J.62,1,https://ec.europa.eu/competition/mergers/cases1/202123/m10267_119_3.pdf
M.10122,MAYR-MELNHOF KARTON / KOTKAMILLS GROUP,2021-05-04,2021-06-11,Art. 6(1)(b),Phase I,C.17,1,https://ec.europa.eu/competition/mergers/cases1/202132/m10122_457_3.pdf
M.10228,ADVENT / MONDIAL RELAY,2021-04-30,2021-05-28,Art. 6(1)(b),Phase I,H.53,1,https://ec.europa.eu/competition/mergers/cases1/202123/m10228_114_3.pdf
M.10253,COLONY CAPITAL / GOLDMAN SACHS / JAPAN JV,2021-04-29,2021-05-27,Art. 6(1)(b),Phase I,J.63,1,https://ec.europa.eu/competition/mergers/cases1/202122/m10253_55_3.pdf
M.10246,HELLMAN & FRIEDMAN / CORDIS,2021-04-29,2021-05-31,Art. 6(1)(b),Phase I,C.32,1,https://ec.europa.eu/competition/mergers/cases1/202124/m10246_123_3.pdf
M.10177,REPSOL / SUEZ / ECOPLANTA,2021-04-27,2021-05-21,Art. 6(1)(b),Phase I,C.20|E.38,1,https://ec.europa.eu/competition/mergers/cases1/202122/m10177_64_3.pdf
M.10242,MELITTA / HUBERT BURDA MEDIA / ROAST MARKET,2021-04-26,2021-05-21,Art. 6(1)(b),Phase I,C.10|G.47,0,https://ec.europa.eu/competition/mergers/cases1/202122/m10242_136_3.pdf
M.10196,MAGNA / LGE / JV,2021-04-26,2021-05-21,Art. 6(1)(b),Phase I,C.29,1,https://ec.europa.eu/competition/mergers/cases1/202122/m10196_64_3.pdf
M.10254,APAX PARTNERS / RODENSTOCK,2021-04-26,2021-05-21,Art. 6(1)(b),Phase I,C.26,1,https://ec.europa.eu/competition/mergers/cases1/202122/m10254_91_3.pdf
M.10181,ENTEGA / VIESSMANN / EMS / EPS,2021-04-26,2021-06-03,Art. 6(1)(b),Phase I,D.35|C.27,0,https://ec.europa.eu/competition/mergers/cases1/202140/M_10181_7942679_271_3.pdf
M.10248,AP / LUTECH,2021-04-26,2021-05-25,Art. 6(1)(b),Phase I,J.62,1,https://ec.europa.eu/competition/mergers/cases1/202122/m10248_120_3.pdf
M.10245,TA ASSOCIATES / PARTNERS GROUP / UNIT4,2021-04-23,2021-05-21,Art. 6(1)(b),Phase I,J.58,1,https://ec.europa.eu/competition/mergers/cases1/202122/m10245_115_3.pdf
M.10224,OTPP / NIKKY INVESTMENTS / LOGOPLASTE,2021-04-23,2021-05-20,Art. 6(1)(b),Phase I,C.22,1,https://ec.europa.eu/competition/mergers/cases1/202122/m10224_128_3.pdf
M.10265,HISENSE GROUP / SANDEN,2021-04-23,2021-05-19,Art. 6(1)(b),Phase I,C.29,1,https://ec.europa.eu/competition/mergers/cases1/202121/m10265_115_3.pdf
M.10266,ASTORG ASSET MANAGEMENT / CORIALIS,2021-04-23,2021-05-21,Art. 6(1)(b),Phase I,C.25,1,https://ec.europa.eu/competition/mergers/cases1/202122/m10266_92_3.pdf
M.10020,KORIAN / VYV / TECHNOSENS EVOLUTION,2021-04-22,2021-05-19,Art. 6(1)(b),Phase I,Q.86|Q.87|J.62,0,https://ec.europa.eu/competition/mergers/cases1/202121/m10020_82_6.pdf
M.10257,CLEARLAKE / TA ASSOCIATES / INFOGIX,2021-04-22,2021-05-26,Art. 6(1)(b),Phase I,J.62,1,https://ec.europa.eu/competition/mergers/cases1/202122/m10257_133_3.pdf
M.10208,THE COCA-COLA COMPANY / COCA-COLA HBC / WABI CCH JV,2021-04-21,2021-05-19,Art. 6(1)(b),Phase I,G.47,1,https://ec.europa.eu/competition/mergers/cases1/202121/m10208_90_3.pdf
M.10170,SHELL / NXK,2021-04-19,2021-05-11,Art. 6(1)(b),Phase I,D.35,1,https://ec.europa.eu/competition/mergers/cases1/202120/m10170_74_3.pdf
M.10182,SADC / COGNITE / JV,2021-04-15,2021-05-07,Art. 6(1)(b),Phase I,J.62|J.63,1,https://ec.europa.eu/competition/mergers/cases1/202120/m10182_89_3.pdf
M.10237,BRIDGEPOINT / INFINIGATE,2021-04-14,2021-05-06,Art. 6(1)(b),Phase I,J.62,1,https://ec.europa.eu/competition/mergers/cases1/202120/m10237_85_3.pdf
M.10200,BLACKSTONE / GIP / CASCADE / SIGNATURE,2021-04-14,2021-05-07,Art. 6(1)(b),Phase I,H.52|C.33,1,https://ec.europa.eu/competition/mergers/cases1/202120/m10200_100_3.pdf
M.10219,CERBERUS / KOCH INDUSTRIES / PQ PERFORMANCE CHEMICALS,2021-04-14,2021-05-10,Art. 6(1)(b),Phase I,C.20,1,https://ec.europa.eu/competition/mergers/cases1/202120/m10219_103_3.pdf
M.10233,CLEARLAKE / TA ASSOCIATES / CHARLESBANK / IVANTI,2021-04-14,2021-05-06,Art. 6(1)(b),Phase I,J.58,1,https://ec.europa.eu/competition/mergers/cases1/202123/m10233_133_3.pdf
M.10197,CSS / VISANA / ZUR ROSE / MEDI24 / WELL JV,2021-04-13,2021-05-06,Art. 6(1)(b),Phase I,Q.86,0,https://ec.europa.eu/competition/mergers/cases1/202120/m10197_91_3.pdf
M.10059,SK HYNIX / INTEL’S NAND AND SSD BUSINESS,2021-04-13,2021-05-20,Art. 6(1)(b),Phase I,C.26,1,https://ec.europa.eu/competition/mergers/cases1/202138/m10059_322_3.pdf
M.10215,CVC / CARLYLE / MEDRISK,2021-04-13,2021-05-05,Art. 6(1)(b),Phase I,Q.86,1,https://ec.europa.eu/competition/mergers/cases1/202119/m10215_106_3.pdf
M.10213,RAVAGO / INDUKERN,2021-04-09,2021-05-03,Art. 6(1)(b),Phase I,C.20|G.46,1,https://ec.europa.eu/competition/mergers/cases1/202119/m10213_105_3.pdf
M.10236,GOLDMAN SACHS / OIKOS,2021-04-08,2021-05-04,Art. 6(1)(b),Phase I,F.41,1,https://ec.europa.eu/competition/mergers/cases1/202121/m10236_122_3.pdf
M.10187,BBC / ITV / CHANNEL 4 / FREESAT,2021-04-08,2021-04-30,Art. 6(1)(b),Phase I,J.60,1,https://ec.europa.eu/competition/mergers/cases1/202120/m10187_126_3.pdf
M.10209,CERAVIS / FRAUNHOFER-GESELLSCHAFT / E-VITA JV,2021-04-07,2021-04-30,Art. 6(1)(b),Phase I,A.01,0,https://ec.europa.eu/competition/mergers/cases1/202120/m10209_78_3.pdf
M.10162,AMERISOURCEBERGEN / PARTS OF WALGREENS BOOTS ALLIANCE'S PHARMACEUTICAL BUSINESS,2021-04-07,2021-04-29,Art. 6(1)(b),Phase I,G.47|G.46,1,https://ec.europa.eu/competition/mergers/cases1/202119/m10162_131_3.pdf
M.10220,TPG CAPITAL / AT&T / AT&T US VIDEO BUSINESS,2021-04-07,2021-05-10,Art. 6(1)(b),Phase I,J.59|J.60,1,https://ec.europa.eu/competition/mergers/cases1/202120/m10220_68_3.pdf
M.10225,AES / COATUE / SCHNEIDER ELECTRIC / UPLIGHT,2021-04-06,2021-04-28,Art. 6(1)(b),Phase I,J.58,1,https://ec.europa.eu/competition/mergers/cases1/202118/m10225_169_3.pdf
M.10227,KPS CAPITAL PARTNERS / HYDRO ROLLING,2021-03-31,2021-04-27,Art. 6(1)(b),Phase I,C.24,1,https://ec.europa.eu/competition/mergers/cases1/202121/m10227_89_3.pdf
M.10147,MITSUI & CO / MITSUI CHEMICALS / HONSHU CHEMICAL INDUSTRY,2021-03-30,2021-05-05,Art. 6(1)(b),Phase I,C.20,1,https://ec.europa.eu/competition/mergers/cases1/202122/m10147_201_3.pdf
M.10207,ICG / DR. AXEL PAEGER / AMEOS,2021-03-29,2021-04-26,Art. 6(1)(b),Phase I,Q.86,1,https://ec.europa.eu/competition/mergers/cases1/202118/m10207_90_3.pdf
M.10214,CLEARLAKE / TA ASSOCIATES / PRECISELY,2021-03-26,2021-04-23,Art. 6(1)(b),Phase I,J.58,1,https://ec.europa.eu/competition/mergers/cases1/202118/m10214_156_3.pdf
M.10222,CDPQ / TELEFÓNICA / FIBRASIL JV,2021-03-26,2021-04-22,Art. 6(1)(b),Phase I,J.61,1,https://ec.europa.eu/competition/mergers/cases1/202123/m10222_95_6.pdf
M.10210,KKR / TELEFONICA / INFRACO,2021-03-26,2021-04-30,Art. 6(1)(b),Phase I,J.61,1,https://ec.europa.eu/competition/mergers/cases1/202120/m10210_103_3.pdf
M.10211,L CATTERTON / BIRKENSTOCK,2021-03-25,2021-04-22,Art. 6(1)(b),Phase I,C.15|C.14|G.46,1,https://ec.europa.eu/competition/mergers/cases1/202121/m10211_124_3.pdf
M.10164,CVC / STARK GROUP,2021-03-23,2021-04-29,Art. 6(1)(b),Phase I,G.46|G.47,1,https://ec.europa.eu/competition/mergers/cases1/202135/m10164_438_3.pdf
M.10173,LUMINUS / ESSENT BELGIUM,2021-03-23,2021-04-30,Art. 6(1)(b),Phase I,D.35,1,https://ec.europa.eu/competition/mergers/cases1/202121/m10173_256_3.pdf
M.10143,INTER-RISCO / UNAVETS / ONEVET,2021-03-17,2021-04-14,Art. 6(1)(b),Phase I,M.75,1,https://ec.europa.eu/competition/mergers/cases1/202116/m10143_94_3.pdf
M.10133,ASTORG / NORDIC CAPITAL / NOVO / BIOCLINICA,2021-03-16,2021-04-22,Art. 6(1)(b),Phase I,Q.86|J.63,1,https://ec.europa.eu/competition/mergers/cases1/202148/M_10133_8034744_191_3.pdf
M.10081,KION / JUNGHEINRICH / HSP,2021-03-15,2021-04-12,Art. 6(1)(b),Phase I,C.24|C.28,0,https://ec.europa.eu/competition/mergers/cases1/202116/m10081_107_3.pdf
M.10185,PIERER INDUSTRIE / PALFINGER / FSS / JETFLY,2021-03-15,2021-04-12,Art. 6(1)(b),Phase I,H.51,0,https://ec.europa.eu/competition/mergers/cases1/202116/m10185_79_3.pdf
M.10159,INFOSYS / DAIMLER (CERTAIN ASSETS AND PERSONNEL),2021-03-12,2021-04-08,Art. 6(1)(b),Phase I,J.62,1,https://ec.europa.eu/competition/mergers/cases1/202116/m10159_123_3.pdf
M.10157,AURUBIS / TSR RECYCLING / JV,2021-03-12,2021-04-21,Art. 6(1)(b),Phase I,C.24,1,https://ec.europa.eu/competition/mergers/cases1/202131/m10157_330_3.pdf
M.10193,OTPP / IFM / ENWAVE ENERGY CANADA,2021-03-11,2021-04-07,Art. 6(1)(b),Phase I,D.35,1,https://ec.europa.eu/competition/mergers/cases1/202115/m10193_62_3.pdf
M.10167,CONTINENTAL / LIGHT CONTROL UNITS BUSINESS OF OSRAM CONTINENTAL,2021-03-10,2021-04-06,Art. 6(1)(b),Phase I,C.29|C.27,1,https://ec.europa.eu/competition/mergers/cases1/202115/m10167_92_3.pdf
M.10199,GOLDMAN SACHS / ADVANIA,2021-03-09,2021-04-06,Art. 6(1)(b),Phase I,J.62,1,https://ec.europa.eu/competition/mergers/cases1/202116/m10199_91_3.pdf
M.10119,DEME CONCESSIONS / CDC / REGION OCCITANIE / PORT-LA-NOUVELLE,2021-03-05,2021-03-29,Art. 6(1)(b),Phase I,H.52,0,https://ec.europa.eu/competition/mergers/cases1/202114/m10119_136_3.pdf
M.10039,KRONOSPAN HOLDINGS / M KAINDL,2021-03-05,2021-03-30,Art. 6(1)(b),Phase I,C.16,1,https://ec.europa.eu/competition/mergers/cases1/202115/m10039_145_3.pdf
M.10043,CDC / PBB / CAPVERIANT,2021-03-04,2021-03-26,Art. 6(1)(b),Phase I,K.66,1,https://ec.europa.eu/competition/mergers/cases1/202114/m10043_101_3.pdf
M.10163,UNITED INTERNET / MORGAN STANLEY / TELE COLUMBUS,2021-03-03,2021-04-12,Art. 6(1)(b),Phase I,J.61,1,https://ec.europa.eu/competition/mergers/cases1/202137/m10163_130_3.pdf
M.10174,MACQUARIE / ABERDEEN / UCLES JV,2021-03-03,2021-03-25,Art. 6(1)(b),Phase I,J.61,1,https://ec.europa.eu/competition/mergers/cases1/202115/m10174_106_3.pdf
M.10180,BH HOLDING / TEDi,2021-03-01,2021-03-24,Art. 6(1)(b),Phase I,G.47,0,https://ec.europa.eu/competition/mergers/cases1/202115/m10180_133_3.pdf
M.10090,ABU DHABI DEVELOPMENTAL HOLDING COMPANY / LOUIS DREYFUS COMMODITIES AND ENERGY HOLDINGS / LOUIS DREYFUS,2021-03-01,2021-04-07,Art. 6(1)(b),Phase I,G.46,1,https://ec.europa.eu/competition/mergers/cases1/202117/m10090_124_6.pdf
M.9926,ADI / MAXIM,2021-02-24,2021-03-31,Art. 6(1)(b),Phase I,C.26,1,https://ec.europa.eu/competition/mergers/cases1/202127/m9926_346_3.pdf
M.10061,COCA-COLA HELLENIC BOTTLING COMPANY / HEINEKEN / STOCKDAY,2021-02-24,2021-03-30,Art. 6(1)(b),Phase I,C.11|G.46,1,https://ec.europa.eu/competition/mergers/cases1/202126/m10061_561_3.pdf
M.10192,LINDE / HYOSUNG / JVs,2021-02-24,2021-03-18,Art. 6(1)(b),Phase I,C.20,1,https://ec.europa.eu/competition/mergers/cases1/202113/m10192_43_3.pdf
M.10179,TENGELMANN WARENHANDELSGESELLSCHAFT / KiK TEXTILIEN UND NON-FOOD,2021-02-23,2021-03-18,Art. 6(1)(b),Phase I,G.47,0,https://ec.europa.eu/competition/mergers/cases1/202113/m10179_91_3.pdf
M.10156,TIAA / AP1 / AP2 / GPIF / TARGET,2021-02-23,2021-03-18,Art. 6(1)(b),Phase I,L.68,1,https://ec.europa.eu/competition/mergers/cases1/202112/m10156_79_3.pdf
M.10099,ARCH / KELSO / WARBURG / WATFORD,2021-02-23,2021-03-17,Art. 6(1)(b),Phase I,K.65,1,https://ec.europa.eu/competition/mergers/cases1/202112/m10099_103_3.pdf
M.10121,PLATINUM EQUITY GROUP / INGRAM MICRO,2021-02-23,2021-03-18,Art. 6(1)(b),Phase I,G.46,1,https://ec.europa.eu/competition/mergers/cases1/202113/m10121_88_3.pdf
M.10183,AUSTRALIANSUPER / CPPIB / TRANSURBAN / TRANSURBAN CHESAPEAKE,2021-02-22,2021-03-16,Art. 6(1)(b),Phase I,H.52,1,https://ec.europa.eu/competition/mergers/cases1/202112/m10183_49_3.pdf
M.10194,CDP VENTURE CAPITAL / GENERALI WELION / JV,2021-02-19,2021-03-16,Art. 6(1)(b),Phase I,Q.87,1,https://ec.europa.eu/competition/mergers/cases1/202113/m10194_64_8.pdf
M.10161,THE GOLDMAN SACHS GROUP / WARBURG PINCUS / GOOD HOST SPACES,2021-02-19,2021-03-16,Art. 6(1)(b),Phase I,I.55,1,https://ec.europa.eu/competition/mergers/cases1/202112/m10161_70_3.pdf
M.10047,SCHWARZ GROUP / SUEZ WASTE MANAGEMENT COMPANIES,2021-02-19,2021-04-14,Art. 6(1)(b) with conditions & obligations,Phase I,G.47|E.38,1,https://ec.europa.eu/competition/mergers/cases1/202128/m10047_688_3.pdf
M.9970,CORDES & GRAEFE / FACQ,2021-02-18,2021-03-15,Art. 6(1)(b),Phase I,G.46,1,https://ec.europa.eu/competition/mergers/cases1/202112/m9970_128_3.pdf
M.10151,LINDE / SIPCHEM / JV,2021-02-18,2021-03-15,Art. 6(1)(b),Phase I,C.20|C.28,1,https://ec.europa.eu/competition/mergers/cases1/202112/m10151_43_3.pdf
M.10148,FCA / EEPS / JV,2021-02-18,2021-12-03,Art. 6(1)(b),Phase I,C.29,1,https://ec.europa.eu/competition/mergers/cases1/202112/m10148_44_3.pdf
M.10118,INVESTINDUSTRIAL / GUALA CLOSURES,2021-02-17,2021-03-19,Art. 6(1)(b),Phase I,C.25|C.20,1,https://ec.europa.eu/competition/mergers/cases1/202118/m10118_224_3.pdf
M.10087,PROXIMUS / NEXUS INFRASTRUCTURE / JV,2021-02-17,2021-03-24,Art. 6(1)(b),Phase I,J.61,1,https://ec.europa.eu/competition/mergers/cases1/202123/m10087_274_3.pdf
M.10160,MITSUBISHI CORPORATION / NIPPON TELEGRAPH AND TELEPHONE CORPORATION / INDUSTRY ONE JV,2021-02-16,2021-11-03,Art. 6(1)(b),Phase I,J.62,1,https://ec.europa.eu/competition/mergers/cases1/202111/m10160_51_3.pdf
M.10190,OTPP / KKR / CARUNA GROUP,2021-02-15,2021-10-03,Art. 6(1)(b),Phase I,D.35,1,https://ec.europa.eu/competition/mergers/cases1/202111/m10190_41_3.pdf
M.10111,CVC / VIVARTIA HOLDINGS,2021-02-12,2021-08-03,Art. 6(1)(b),Phase I,C.10|Q.86|I.56|G.46,1,https://ec.europa.eu/competition/mergers/cases1/202111/m10111_73_3.pdf
M.10166,LATOUR CAPITAL / WATLING STREET CAPITAL PARTNERS / FUNECAP GROUPE,2021-02-11,2021-11-03,Art. 6(1)(b),Phase I,K.66|S.96,0,https://ec.europa.eu/competition/mergers/cases1/202112/m10166_114_3.pdf
M.10178,ENI / ALDRO EYS / INSTALACIONES MD,2021-02-11,2021-05-03,Art. 6(1)(b),Phase I,D.35,1,https://ec.europa.eu/competition/mergers/cases1/202111/m10178_42_3.pdf
M.10110,IKB / HYPOPORT / FUNDINGPORT,2021-02-09,2021-03-03,Art. 6(1)(b),Phase I,K.64,0,https://ec.europa.eu/competition/mergers/cases1/202110/m10110_73_3.pdf
M.10079,SARP / SUEZ RV OSIS,2021-02-09,2021-04-03,Art. 6(1)(b),Phase I,E.37|N.81,0,https://ec.europa.eu/competition/mergers/cases1/202111/m10079_282_3.pdf
M.10152,TEMASEK / GATEGROUP,2021-02-05,2021-02-03,Art. 6(1)(b),Phase I,H.51|H.52,1,https://ec.europa.eu/competition/mergers/cases1/202111/m10152_69_3.pdf
M.10123,PPG / TIKKURILA,2021-02-03,2021-10-03,Art. 6(1)(b),Phase I,C.20,1,https://ec.europa.eu/competition/mergers/cases1/202114/m10123_404_3.pdf
M.10150,ARES / OTPP / TRICORBRAUN,2021-02-01,2021-02-23,Art. 6(1)(b),Phase I,N.82,1,https://ec.europa.eu/competition/mergers/cases1/20219/m10150_66_3.pdf
M.10155,OTPP / SL GIO II / SGI,2021-02-01,2021-02-23,Art. 6(1)(b),Phase I,D.35,1,https://ec.europa.eu/competition/mergers/cases1/20219/m10155_53_3.pdf
M.10141,SANACORP PHARMAHANDEL / LEOPOLD FIEBIG AND GERDA NÜCKEL,2021-02-01,2021-03-08,Art. 6(1)(b),Phase I,G.46,1,https://ec.europa.eu/competition/mergers/cases1/202146/M_10141_8018418_178_3.pdf
M.10140,EFMS / VFMF / FOCUSVISION / CONFIRMIT / DAPRESY,2021-02-01,2021-02-23,Art. 6(1)(b),Phase I,J.62,1,https://ec.europa.eu/competition/mergers/cases1/20219/m10140_76_3.pdf
M.10075,NEXI / NETS GROUP,2021-02-01,2021-03-08,Art. 6(1)(b),Phase I,K.64|K.66,1,https://ec.europa.eu/competition/mergers/cases1/202128/m10075_271_3.pdf
M.10001,MICROSOFT / ZENIMAX,2021-01-29,2021-03-05,Art. 6(1)(b),Phase I,J.58,1,https://ec.europa.eu/competition/mergers/cases1/202124/m10001_438_3.pdf
M.10088,PAI PARTNERS / EURO ETHNIC FOODS,2021-01-29,2021-05-03,Art. 6(1)(b),Phase I,C.10|G.47|G.46,0,https://ec.europa.eu/competition/mergers/cases1/202112/m10088_259_3.pdf
M.10132,BLACKSTONE / B&J / APPLEGREEN,2021-01-29,2021-02-22,Art. 6(1)(b),Phase I,G.47,1,https://ec.europa.eu/competition/mergers/cases1/20219/m10132_87_3.pdf
M.10128,STIRLING SQUARE CAPITAL PARTNERS / TA ASSOCIATES / GLENIGAN,2021-01-28,2021-02-19,Art. 6(1)(b),Phase I,J.63|J.58|J.62,1,https://ec.europa.eu/competition/mergers/cases1/20219/m10128_81_3.pdf
M.10125,GBL / CANYON,2021-01-27,2021-02-18,Art. 6(1)(b),Phase I,C.30,1,https://ec.europa.eu/competition/mergers/cases1/20218/m10125_85_3.pdf
M.10064,ANACAP / CARREFOUR / MARKET PAY,2021-01-27,2021-02-19,Art. 6(1)(b),Phase I,K.64,1,https://ec.europa.eu/competition/mergers/cases1/20219/m10064_135_3.pdf
M.10115,PAI PARTNERS / APLEONA GROUP,2021-01-27,2021-02-19,Art. 6(1)(b),Phase I,N.81|N.80,1,https://ec.europa.eu/competition/mergers/cases1/20219/m10115_63_3.pdf
M.10136,PGGM / ARCUS / AMP / ALPHA TRAINS,2021-01-25,2021-02-17,Art. 6(1)(b),Phase I,N.77,1,https://ec.europa.eu/competition/mergers/cases1/20218/m10136_75_3.pdf
