Case,Case Name,Notification Date,Decision Date,Decision,Phase,Sector,Language,Link
M.10116,ION / NN / bpfBOUW / IRP JV,2021-01-25,2021-02-17,Art. 6(1)(b),Phase I,L.68,1,https://ec.europa.eu/competition/mergers/cases1/20218/m10116_91_3.pdf
M.10135,NORDIC CAPITAL / ASTORG ASSET MANAGEMENT / CYTEL,2021-01-25,2021-02-16,Art. 6(1)(b),Phase I,Q.86|J.63,1,https://ec.europa.eu/competition/mergers/cases1/202112/m10135_101_3.pdf
M.10109,CINVEN / BCI / COMPRE,2021-01-22,2021-02-17,Art. 6(1)(b),Phase I,K.65,1,https://ec.europa.eu/competition/mergers/cases1/20218/m10109_106_3.pdf
M.10072,SOJITZ / ENEOS / EDENVALE SOLAR PARK,2021-01-22,2021-02-15,Art. 6(1)(b),Phase I,D.35,1,https://ec.europa.eu/competition/mergers/cases1/20218/m10072_67_3.pdf
M.10142,PAMPLONA CAPITAL / SIGNATURE FOODS,2021-01-21,2021-12-02,Art. 6(1)(b),Phase I,C.10,1,https://ec.europa.eu/competition/mergers/cases1/20218/m10142_59_4.pdf
M.10130,APG / ARCUS / PSP / ALPHA TRAINS,2021-01-21,2021-02-15,Art. 6(1)(b),Phase I,N.77,1,https://ec.europa.eu/competition/mergers/cases1/20218/m10130_62_3.pdf
M.10076,CINVEN / RAFFLES / MILLER,2021-01-21,2021-12-02,Art. 6(1)(b),Phase I,K.66,1,https://ec.europa.eu/competition/mergers/cases1/20218/m10076_88_3.pdf
M.10112,CVC / RIVERSTONE EUROPE,2021-01-21,2021-12-02,Art. 6(1)(b),Phase I,K.66|K.65,1,https://ec.europa.eu/competition/mergers/cases1/20218/m10112_52_3.pdf
M.10010,INVESTINDUSTRIAL GROUP / CSM INGREDIENTS,2021-01-18,2021-02-22,Art. 6(1)(b),Phase I,C.10,1,https://ec.europa.eu/competition/mergers/cases1/202112/m10010_118_3.pdf
M.10049,PARTNERS GROUP / ATLANTIA / TELEPASS,2021-01-18,2021-10-02,Art. 6(1)(b),Phase I,H.52,1,https://ec.europa.eu/competition/mergers/cases1/20217/m10049_111_3.pdf
M.10004,EQT / ZENTRICITY / CAJELO / RECIPHARM,2021-01-18,2021-10-02,Art. 6(1)(b),Phase I,C.20|C.21,1,https://ec.europa.eu/competition/mergers/cases1/20218/m10004_67_3.pdf
M.10105,FSN CAPITAL / OBTON INVEST / OBTON GROUP,2021-01-14,2021-05-02,Art. 6(1)(b),Phase I,K.66|D.35,1,https://ec.europa.eu/competition/mergers/cases1/20217/m10105_77_3.pdf
M.10117,A.P. MOLLER / APMH INVEST / FAERCH GROUP,2021-01-14,2021-05-02,Art. 6(1)(b),Phase I,C.22,1,https://ec.europa.eu/competition/mergers/cases1/20219/m10117_91_3.pdf
M.10100,STIRLING SQUARE CAPITAL PARTNERS / TA ASSOCIATES / NBS GROUP,2021-01-13,2021-05-02,Art. 6(1)(b),Phase I,M.73|J.62,1,https://ec.europa.eu/competition/mergers/cases1/20217/m10100_103_3.pdf
M.10131,PARTNERS GROUP / WARBURG PINCUS / ECOM EXPRESS PRIVATE,2021-01-12,2021-04-02,Art. 6(1)(b),Phase I,H.52,1,https://ec.europa.eu/competition/mergers/cases1/20217/m10131_59_3.pdf
M.10095,CRÉDIT AGRICOLE ITALIA / CREDITO VALTELLINESE,2021-01-12,2021-04-02,Art. 6(1)(b),Phase I,K.64|K.65,1,https://ec.europa.eu/competition/mergers/cases1/20217/m10095_86_3.pdf
M.10145,AMERICAN INDUSTRIAL PARTNERS / PERSONAL CARE BUSINESS OF DOMTAR,2021-01-12,2021-04-02,Art. 6(1)(b),Phase I,C.17,1,https://ec.europa.eu/competition/mergers/cases1/20216/m10145_31_3.pdf
M.10024,BLACKSTONE / WINOA,2021-01-11,2021-02-09,Art. 6(1)(b),Phase I,C.25,1,https://ec.europa.eu/competition/mergers/cases1/202121/m10024_136_3.pdf
M.10120,EQT / MOLSLINJEN,2021-01-11,2021-04-02,Art. 6(1)(b),Phase I,H.49|H.50,1,https://ec.europa.eu/competition/mergers/cases1/20217/m10120_42_3.pdf
M.10086,CERBERUS GROUP / DOREL INDUSTRIES,2021-01-08,2021-03-02,Art. 6(1)(b),Phase I,G.47|G.46,1,https://ec.europa.eu/competition/mergers/cases1/20219/m10086_89_3.pdf
M.10084,ACP / MARUBENI / TOHO GAS / GGND,2021-01-08,2021-01-02,Art. 6(1)(b),Phase I,D.35,1,https://ec.europa.eu/competition/mergers/cases1/20216/m10084_50_3.pdf
M.10060,FRANCISCO PARTNERS / MARLIN EQUITY PARTNERS / CONAN HOLDCO,2021-01-07,2021-02-11,Art. 6(1)(b),Phase I,H.52,1,https://ec.europa.eu/competition/mergers/cases1/202117/m10060_230_3.pdf
M.10085,CLEARLAKE CAPITAL GROUP / SIRIS CAPITAL GROUP / ENDURANCE / WEB.COM,2021-01-06,2021-01-29,Art. 6(1)(b),Phase I,J.62,1,https://ec.europa.eu/competition/mergers/cases1/20216/m10085_126_3.pdf
M.10096,INVITALIA / ARCELORMITTAL / AM INVESTCO,2021-01-06,2021-01-28,Art. 6(1)(b),Phase I,C.24,1,https://ec.europa.eu/competition/mergers/cases1/20215/m10096_61_3.pdf
M.10082,CPPIB / TPG / THE TORSTEIN HAGEN INTEREST IN POSSESSION SETTLEMENT / VIKING,2020-12-23,2021-05-02,Art. 6(1)(b),Phase I,H.52|N.79|H.50,1,https://ec.europa.eu/competition/mergers/cases1/202111/m10082_210_3.pdf
M.9857,VOLVO / DAIMLER / JV,2020-12-23,2021-05-02,Art. 6(1)(b),Phase I,C.29,1,https://ec.europa.eu/competition/mergers/cases1/202110/m9857_306_3.pdf
M.9945,SIEMENS HEALTHINEERS / VARIAN MEDICAL SYSTEMS,2020-12-23,2021-02-19,Art. 6(1)(b) with conditions & obligations,Phase I,C.32|C.26,1,https://ec.europa.eu/competition/mergers/cases1/202114/m9945_1174_3.pdf
M.10103,TOWERBROOK / CONSOLIS RAIL DIVISION,2020-12-23,2021-01-26,Art. 6(1)(b),Phase I,C.23,1,https://ec.europa.eu/competition/mergers/cases1/20215/m10103_128_3.pdf
M.10091,TOWERBROOK CAPITAL PARTNERS / WARBURG PINCUS / AA,2020-12-22,2021-01-22,Art. 6(1)(b),Phase I,G.45,1,https://ec.europa.eu/competition/mergers/cases1/20215/m10091_80_3.pdf
M.10077,MACQUARIE BANK / MITSUBISHI UFJ LEASE & FINANCE COMPANY / VESTONE CAPITAL,2020-12-22,2021-01-25,Art. 6(1)(b),Phase I,K.64,1,https://ec.europa.eu/competition/mergers/cases1/20215/m10077_50_3.pdf
M.10053,ZOLLNER ELEKTRONIK / SYSKRON HOLDING / SAMHAMMER / TIKI,2020-12-22,2021-01-22,Art. 6(1)(b),Phase I,J.62,1,https://ec.europa.eu/competition/mergers/cases1/20215/m10053_109_3.pdf
M.9837,BP / SINOPEC FUEL OIL SALES / BP SINOPEC MARINE FUELS,2020-12-22,2021-01-22,Art. 6(1)(b),Phase I,G.47|G.46,1,https://ec.europa.eu/competition/mergers/cases1/20215/m9837_141_7.pdf
M.10107,BLACKROCK / MUBADALA / GOLDMAN SACHS / CALISEN,2020-12-21,2021-01-21,Art. 6(1)(b),Phase I,C.27,1,https://ec.europa.eu/competition/mergers/cases1/20215/m10107_44_3.pdf
M.10040,M GROUP SERVICES / SKANSKA INFRASTRUCTURE SERVICES,2020-12-21,2021-01-27,Art. 6(1)(b),Phase I,F.42|F.43,1,https://ec.europa.eu/competition/mergers/cases1/20215/m10040_110_3.pdf
M.10074,HYUNDAI MOTOR COMPANY / HYUNDAI ASSAN OTOMOTIVE SANAYI,2020-12-21,2021-01-21,Art. 6(1)(b),Phase I,C.29,1,https://ec.europa.eu/competition/mergers/cases1/20214/m10074_60_3.pdf
M.10066,CARLYLE / FLENDER,2020-12-17,2021-01-19,Art. 6(1)(b),Phase I,C.19|D.35|C.28,1,https://ec.europa.eu/competition/mergers/cases1/20214/m10066_47_4.pdf
M.10044,MISSISSIPPI VENTURES / PARCOM / HEMA,2020-12-15,2021-01-27,Art. 6(1)(b),Phase I,G.47|I.56|G.46,1,https://ec.europa.eu/competition/mergers/cases1/20215/m10044_91_3.pdf
M.10034,PIZARREÑO / MADERAS ARAUCO / E2E JV,2020-12-15,2021-01-18,Art. 6(1)(b),Phase I,C.16,1,https://ec.europa.eu/competition/mergers/cases1/20214/m10034_57_7.pdf
M.10073,VITOL / DRAX GENERATION,2020-12-15,2021-01-15,Art. 6(1)(b),Phase I,D.35,1,https://ec.europa.eu/competition/mergers/cases1/20214/m10073_39_3.pdf
M.9686,MITSUI / BELCHIM CROP PROTECTION,2020-12-15,2021-02-11,Art. 6(1)(b) with conditions & obligations,Phase I,G.46|C.20,1,https://ec.europa.eu/competition/mergers/cases1/202126/m9686_1947_3.pdf
M.10030,UBE INDUSTRIES / MITSUBISHI MATERIALS CORPORATION / JV,2020-12-11,2021-01-13,Art. 6(1)(b),Phase I,C.23,1,https://ec.europa.eu/competition/mergers/cases1/20213/m10030_53_3.pdf
M.10021,NETCOMPANY / COPENHAGEN AIRPORTS / SMARTER AIRPORTS JV,2020-12-11,2021-01-14,Art. 6(1)(b),Phase I,H.52|J.62,1,https://ec.europa.eu/competition/mergers/cases1/20214/m10021_69_3.pdf
M.9956,DTC / CEPCON / HORNSEA ONE OFTO,2020-12-09,2021-11-01,Art. 6(1)(b),Phase I,D.35,1,https://ec.europa.eu/competition/mergers/cases1/20213/m9956_71_3.pdf
M.10038,ALLIED UNIVERSAL TOPCO / G4S,2020-12-09,2021-01-13,Art. 6(1)(b),Phase I,M.70|N.81|N.80|N.78,1,https://ec.europa.eu/competition/mergers/cases1/20213/m10038_131_3.pdf
M.10037,MITSUI / VEOLIA / JV,2020-12-08,2021-01-19,Art. 6(1)(b),Phase I,C.20|E.38,1,https://ec.europa.eu/competition/mergers/cases1/20214/m10037_41_3.pdf
M.10028,BLACK DIAMOND CAPITAL MANAGEMENT / INVESTINDUSTRIAL GROUP / PHENOLIC SPECIALTY RESINS BUSINESS OF HEXION,2020-12-04,2021-01-19,Art. 6(1)(b),Phase I,C.20,1,https://ec.europa.eu/competition/mergers/cases1/202111/m10028_137_3.pdf
M.10041,PAI / ADDO / COMPLEAT,2020-12-03,2021-06-01,Art. 6(1)(b),Phase I,C.10,1,https://ec.europa.eu/competition/mergers/cases1/20212/m10041_98_3.pdf
M.10068,BROOKFIELD / MANSA / POLENERGIA,2020-12-03,2021-05-01,Art. 6(1)(b),Phase I,D.35,1,https://ec.europa.eu/competition/mergers/cases1/20212/m10068_104_3.pdf
M.10089,PHILLIPS 66 / FORTRESS INVESTMENT GROUP / PESTER MARKETING,2020-12-01,2020-12-23,Art. 6(1)(b),Phase I,G.47,1,https://ec.europa.eu/competition/mergers/cases1/20212/m10089_53_3.pdf
M.10055,MIRA / ROMANIAN ASSETS OF CEZ,2020-12-01,2020-12-23,Art. 6(1)(b),Phase I,D.35,1,https://ec.europa.eu/competition/mergers/cases1/20212/m10055_61_3.pdf
M.9982,FORD / GFT,2020-11-30,2020-12-23,Art. 6(1)(b),Phase I,G.45,1,https://ec.europa.eu/competition/mergers/cases1/20212/m9982_72_3.pdf
M.9983,MAGNA / GFT BORDEAUX,2020-11-30,2020-12-22,Art. 6(1)(b),Phase I,G.45,1,https://ec.europa.eu/competition/mergers/cases1/20212/m9983_103_3.pdf
M.9993,ALLIANZ / NOBLE,2020-11-27,2020-12-21,Art. 6(1)(b),Phase I,B.06,1,https://ec.europa.eu/competition/mergers/cases1/20212/m9993_59_3.pdf
M.10058,PORSCHE / TRANSNET / JV,2020-11-27,2020-12-21,Art. 6(1)(b),Phase I,J.62,1,https://ec.europa.eu/competition/mergers/cases1/20212/m10058_77_3.pdf
M.9934,KINGSPAN / TERASTEEL-WETTERBEST,2020-11-27,2021-01-12,Art. 6(1)(b),Phase I,C.25,1,https://ec.europa.eu/competition/mergers/cases1/202226/M_9934_8378424_732_3.pdf
M.10057,SCHLUMBERGER / CEA / GENVIA JV,2020-11-27,2020-12-21,Art. 6(1)(b),Phase I,D.35,0,https://ec.europa.eu/competition/mergers/cases1/20212/m10057_68_3.pdf
M.10035,BURNAM PARTIES / KROENKE PARTIES / SMG / CASCADE INVESTMENT / STORAGEMART,2020-11-27,2020-12-21,Art. 6(1)(b),Phase I,L.68,1,https://ec.europa.eu/competition/mergers/cases1/202052/m10035_94_3.pdf
M.10063,MITSUBISHI UFJ LEASE & FINANCE / HITACHI CAPITAL,2020-11-27,2020-12-21,Art. 6(1)(b),Phase I,K.64,1,https://ec.europa.eu/competition/mergers/cases1/20212/m10063_49_3.pdf
M.10065,ADVENT / NIELSEN GLOBAL CONNECT,2020-11-26,2020-12-21,Art. 6(1)(b),Phase I,M.73,1,https://ec.europa.eu/competition/mergers/cases1/20212/m10065_50_3.pdf
M.9981,BAIN CAPITAL / AHLSTROM-MUNKSJÖ,2020-11-25,2021-08-01,Art. 6(1)(b),Phase I,C.17,1,https://ec.europa.eu/competition/mergers/cases1/20219/m9981_217_3.pdf
M.10069,HDI ASSICURAZIONI / AMISSIMA ASSICURAZIONI,2020-11-24,2020-12-18,Art. 6(1)(b),Phase I,K.65,0,https://ec.europa.eu/competition/mergers/cases1/20212/m10069_68_3.pdf
M.10042,VISTA EQUITY PARTNERS / FRANCISCO PARTNERS MANAGEMENT / SMARTBEAR SOFTWARE,2020-11-24,2020-12-16,Art. 6(1)(b),Phase I,J.62,1,https://ec.europa.eu/competition/mergers/cases1/202051/m10042_91_3.pdf
M.10029,ABN AMRO BANK / ODDO BHF / JV,2020-11-24,2020-12-17,Art. 6(1)(b),Phase I,K.66|K.64,1,https://ec.europa.eu/competition/mergers/cases1/20212/m10029_97_3.pdf
M.10062,SDK / FREJA TRANSPORT & LOGISTICS,2020-11-23,2020-12-17,Art. 6(1)(b),Phase I,H.52,1,https://ec.europa.eu/competition/mergers/cases1/20212/m10062_54_3.pdf
M.10071,DE AGOSTINI GROUP / FOODIVERSE / ALNUT,2020-11-23,2020-12-16,Art. 6(1)(b),Phase I,C.10,1,https://ec.europa.eu/competition/mergers/cases1/202051/m10071_65_3.pdf
M.9977,EPGC / METRO,2020-11-23,2020-12-15,Art. 6(1)(b),Phase I,G.47|G.46,1,https://ec.europa.eu/competition/mergers/cases1/20212/m9977_103_3.pdf
M.10018,IFM ELECTRONIC / ENDRESS+HAUSER GROUP SERVICES / AUTOMATION24 / PROCESS+LAB DEVICES ONLINE,2020-11-19,2020-12-14,Art. 6(1)(b),Phase I,C.26|G.47,0,https://ec.europa.eu/competition/mergers/cases1/202051/m10018_112_3.pdf
M.9998,SUMITOMO / TECH MAHINDRA / JV,2020-11-19,2020-11-12,Art. 6(1)(b),Phase I,C.29,1,https://ec.europa.eu/competition/mergers/cases1/202051/m9998_51_3.pdf
M.10014,LGP / CENTERBRIDGE / COMMUNITY PSYCHIATRY,2020-11-19,2020-12-14,Art. 6(1)(b),Phase I,Q.86,1,https://ec.europa.eu/competition/mergers/cases1/202051/m10014_88_4.pdf
M.9848,CMI / ROCKAWAY / MR MC / GJIRAFA TECH,2020-11-19,2020-12-22,Art. 6(1)(b),Phase I,M.73|J.63|G.47,1,https://ec.europa.eu/competition/mergers/cases1/20212/m9848_103_3.pdf
M.10045,EURAZEO / IK INVESTMENT PARTNERS / QUESTEL,2020-11-19,2020-11-12,Art. 6(1)(b),Phase I,M.74,0,https://ec.europa.eu/competition/mergers/cases1/202051/m10045_75_3.pdf
M.10048,MAZDA MOTOR CORPORATION / MAZDA MOTOR MANUFACTURING DE MEXICO,2020-11-19,2020-11-12,Art. 6(1)(b),Phase I,C.29,1,https://ec.europa.eu/competition/mergers/cases1/202051/m10048_69_3.pdf
M.10051,ALLIANZ SE / TEF INFRA / UGG,2020-11-18,2020-11-12,Art. 6(1)(b),Phase I,J.61,1,https://ec.europa.eu/competition/mergers/cases1/202051/m10051_124_3.pdf
M.9972,NESTE / BUNGE LODERS CROKLAAN OILS,2020-11-18,2020-10-12,Art. 6(1)(b),Phase I,C.10|C.19,1,https://ec.europa.eu/competition/mergers/cases1/202051/m9972_71_3.pdf
M.10052,ENI / UFG (ASSETS),2020-11-18,2020-12-17,Art. 6(1)(b),Phase I,D.35,1,https://ec.europa.eu/competition/mergers/cases1/202051/m10052_39_3.pdf
M.10046,DEUTSCHE TELEKOM / SK TELECOM / JV,2020-11-18,2020-10-12,Art. 6(1)(b),Phase I,J.61,1,https://ec.europa.eu/competition/mergers/cases1/202051/m10046_64_3.pdf
M.10032,GOLDMAN SACHS GROUP / INSIGHT VENTURE MANAGEMENT / INHABITIQ PARENT,2020-11-16,2020-08-12,Art. 6(1)(b),Phase I,J.62,1,https://ec.europa.eu/competition/mergers/cases1/202050/m10032_87_3.pdf
M.9968,TOTAL / ØRSTED UK,2020-11-16,2020-12-14,Art. 6(1)(b),Phase I,D.35,1,https://ec.europa.eu/competition/mergers/cases1/20215/m9968_274_3.pdf
M.9948,ALLIANZ / GE / JV,2020-11-16,2020-10-12,Art. 6(1)(b),Phase I,N.77,1,https://ec.europa.eu/competition/mergers/cases1/202050/m9948_61_3.pdf
M.9973,SK CAPITAL PARTNERS / VENATOR MATERIALS,2020-11-16,2020-09-12,Art. 6(1)(b),Phase I,C.20,1,https://ec.europa.eu/competition/mergers/cases1/202050/m9973_76_3.pdf
M.10005,CPPIB / SIXTH STREET / CLARA,2020-11-13,2020-11-12,Art. 6(1)(b),Phase I,K.66|K.65,1,https://ec.europa.eu/competition/mergers/cases1/202051/m10005_109_3.pdf
M.9964,EUROFIBER NEDERLAND / VATTENFALL WÄRME BERLIN / VATTENFALL BITSTREAM INFRASTRUCTURE,2020-11-13,2020-07-12,Art. 6(1)(b),Phase I,J.61,0,https://ec.europa.eu/competition/mergers/cases1/202050/m9964_113_3.pdf
M.10036,TATA CONSULTANCY SERVICES NETHERLANDS / POSTBANK SYSTEMS,2020-11-12,2020-04-12,Art. 6(1)(b),Phase I,J.62,1,https://ec.europa.eu/competition/mergers/cases1/202050/m10036_90_3.pdf
M.10019,AP1 / AP3 / AP4 / TELIA CARRIER ENTITIES,2020-11-12,2020-04-12,Art. 6(1)(b),Phase I,J.61,1,https://ec.europa.eu/competition/mergers/cases1/202050/m10019_113_3.pdf
M.10033,PLATINUM COMPASS / OTPP / EDPL,2020-11-12,2020-04-12,Art. 6(1)(b),Phase I,D.35,1,https://ec.europa.eu/competition/mergers/cases1/202050/m10033_98_3.pdf
M.10027,LONE STAR / MCCARTHY & STONE,2020-11-12,2020-07-12,Art. 6(1)(b),Phase I,F.41,1,https://ec.europa.eu/competition/mergers/cases1/202050/m10027_87_3.pdf
M.10031,FSI / WTI / MEL,2020-11-11,2020-03-12,Art. 6(1)(b),Phase I,E.38|D.35,1,https://ec.europa.eu/competition/mergers/cases1/202050/m10031_76_7.pdf
M.10022,PREMIER OIL / CHRYSAOR HOLDINGS,2020-11-11,2020-03-12,Art. 6(1)(b),Phase I,B.06,1,https://ec.europa.eu/competition/mergers/cases1/202050/m10022_108_3.pdf
M.9936,IMABARI SHIPBUILDING / JFE / IHI / JAPAN MARINE UNITED CORPORATION,2020-11-11,2020-12-16,Art. 6(1)(b),Phase I,C.33|C.30,1,https://ec.europa.eu/competition/mergers/cases1/202125/m9936_441_3.pdf
M.10025,SKN / LOTHER GROUP / NORDTEAM JV,2020-11-10,2020-03-12,Art. 6(1)(b),Phase I,G.46,0,https://ec.europa.eu/competition/mergers/cases1/202050/m10025_108_3.pdf
M.10056,PSPIB / TISHMAN SPEYER / CARRÉ SAINT GERMAIN,2020-11-10,2020-03-12,Art. 6(1)(b),Phase I,L.68,1,https://ec.europa.eu/competition/mergers/cases1/202050/m10056_82_3.pdf
M.9990,VATTENFALL / ENGIE / GASAG,2020-11-09,2020-12-14,Art. 6(1)(b),Phase I,D.35,0,https://ec.europa.eu/competition/mergers/cases1/20215/m9990_167_3.pdf
M.10011,ORIX / CAMBOURNE / ORIX INDIA WIND / GEH ASSETS,2020-11-09,2020-01-12,Art. 6(1)(b),Phase I,D.35,1,https://ec.europa.eu/competition/mergers/cases1/202049/m10011_48_3.pdf
M.9974,GROUPE CREDIT AGRICOLE / GROUPE GENERALI / EUROP ASSISTANCE FRANCE / VIAVITA,2020-11-09,2020-08-12,Art. 6(1)(b),Phase I,K.66|K.65|S.96,0,https://ec.europa.eu/competition/mergers/cases1/20213/m9974_201_3.pdf
M.10007,TELEFONICA / BANCO BILBAO VIZCAYA ARGENTARIA / MOVISTAR MONEY COLOMBIA JV,2020-11-06,2020-02-12,Art. 6(1)(b),Phase I,K.64,0,https://ec.europa.eu/competition/mergers/cases1/202050/m10007_79_3.pdf
M.10013,VESTAS / MHI VESTAS JV,2020-11-05,2020-11-27,Art. 6(1)(b),Phase I,C.28,1,https://ec.europa.eu/competition/mergers/cases1/202049/m10013_79_3.pdf
M.9907,EXCLUSIVE NETWORKS / VERACOMP BUSINESS,2020-11-04,2020-11-26,Art. 6(1)(b),Phase I,G.46,1,https://ec.europa.eu/competition/mergers/cases1/202050/m9907_99_3.pdf
M.9996,TRENITALIA / NETINERA DEUTSCHLAND,2020-11-03,2020-11-25,Art. 6(1)(b),Phase I,H.49,1,https://ec.europa.eu/competition/mergers/cases1/202049/m9996_114_3.pdf
M.9988,SEGRO / PSPIB / SELP / GONESSE SITE,2020-10-30,2020-11-25,Art. 6(1)(b),Phase I,L.68,1,https://ec.europa.eu/competition/mergers/cases1/202048/m9988_117_3.pdf
M.9995,PERMIRA / NEURAXPHARM,2020-10-30,2020-04-12,Art. 6(1)(b),Phase I,C.20|C.21,1,https://ec.europa.eu/competition/mergers/cases1/20214/m9995_148_3.pdf
M.9984,CIMIC / ELLIOTT / THIESS,2020-10-30,2020-11-27,Art. 6(1)(b),Phase I,B.09,1,https://ec.europa.eu/competition/mergers/cases1/20212/m9984_99_3.pdf
M.10012,HG / KKR / CITATION,2020-10-30,2020-11-24,Art. 6(1)(b),Phase I,J.58,1,https://ec.europa.eu/competition/mergers/cases1/202048/m10012_75_3.pdf
M.10023,H&F / CARLYLE / VANTAGE,2020-10-30,2020-11-24,Art. 6(1)(b),Phase I,K.64|K.65,1,https://ec.europa.eu/competition/mergers/cases1/202048/m10023_85_3.pdf
M.9827,INTERNATIONAL FLAVORS & FRAGRANCES / NUTRITION & BIOSCIENCES,2020-10-30,2020-07-12,Art. 6(1)(b),Phase I,C.10|C.20,1,https://ec.europa.eu/competition/mergers/cases1/202110/m9827_740_6.pdf
M.9892,LEONARDO / THALES / VSB,2020-10-30,2020-02-12,Art. 6(1)(b),Phase I,C.30,1,https://ec.europa.eu/competition/mergers/cases1/20213/m9892_141_3.pdf
M.9989,BB HOLDING INVESTMENT / DUFERDOFIN-NUCOR,2020-10-28,2020-11-24,Art. 6(1)(b),Phase I,C.24,1,https://ec.europa.eu/competition/mergers/cases1/202049/m9989_112_3.pdf
M.9991,MASSMUTUAL / MVC CAPITAL,2020-10-27,2020-11-19,Art. 6(1)(b),Phase I,K.64,1,https://ec.europa.eu/competition/mergers/cases1/202048/m9991_101_3.pdf
M.9985,GARDAWORLD / G4S,2020-10-23,2020-11-30,Art. 6(1)(b),Phase I,N.80,1,https://ec.europa.eu/competition/mergers/cases1/202051/m9985_434_3.pdf
M.9976,SILVER LAKE PARTNERS / ENGIE / HALL DES LUMIERES JV,2020-10-23,2020-11-17,Art. 6(1)(b),Phase I,R.90|I.56,1,https://ec.europa.eu/competition/mergers/cases1/202047/m9976_90_3.pdf
M.9609,MANN MOBILIA / TESSNER HOLDING / TEJO / ROLLER,2020-10-23,2020-11-30,Art. 6(1)(b),Phase I,G.47,0,https://ec.europa.eu/competition/mergers/cases1/20216/m9609_810_3.pdf
M.10000,PREZERO INTERNATIONAL / SUEZ NORDIC,2020-10-22,2020-11-17,Art. 6(1)(b),Phase I,E.38,1,https://ec.europa.eu/competition/mergers/cases1/202047/m10000_41_3.pdf
M.9882,SAZKA GROUP / ÖBAG / CASINOS AUSTRIA,2020-10-20,2020-11-16,Art. 6(1)(b),Phase I,R.92,1,https://ec.europa.eu/competition/mergers/cases1/202047/m9882_134_3.pdf
M.9835,BERTELSMANN / SCHWEIZERISCHE POST / CINFONI,2020-10-19,2020-11-11,Art. 6(1)(b),Phase I,K.66,0,https://ec.europa.eu/competition/mergers/cases1/202049/m9835_168_3.pdf
M.9999,BLACKROCK / KONINKLIJKE VOPAK / US GULF COAST TERMINALS,2020-10-16,2020-12-11,Art. 6(1)(b),Phase I,H.52,1,https://ec.europa.eu/competition/mergers/cases1/202047/m9999_110_3.pdf
M.9935,ALTOR FUND MANAGER / STENA / GUNNEBO,2020-10-16,2020-10-11,Art. 6(1)(b),Phase I,N.80,1,https://ec.europa.eu/competition/mergers/cases1/202046/m9935_130_3.pdf
M.9911,VOITH / PCSH / TSA,2020-10-16,2020-11-19,Art. 6(1)(b),Phase I,C.27|C.28|C.30,0,https://ec.europa.eu/competition/mergers/cases1/20212/m9911_214_3.pdf
M.9677,DIC / BASF COLORS & EFFECTS,2020-10-16,2020-12-07,Art. 6(1)(b) with conditions & obligations,Phase I,C.20,1,https://ec.europa.eu/competition/mergers/cases1/202126/m9677_2991_3.pdf
M.9975,WARBURG PINCUS / VISTA EQUITY PARTNERS MANAGEMENT / INFOBLOX,2020-10-15,2020-09-11,Art. 6(1)(b),Phase I,J.62,1,https://ec.europa.eu/competition/mergers/cases1/202046/m9975_85_3.pdf
M.9728,ALTICE / OMERS / ALLIANZ / COVAGE,2020-10-08,2020-11-27,Art. 6(1)(b) with conditions & obligations,Phase I,J.61,0,https://ec.europa.eu/competition/mergers/cases1/20217/m9728_1534_3.pdf
M.9994,ALCENTRA / BRAIT / NEW LOOK RETAIL HOLDINGS,2020-10-08,2020-10-30,Art. 6(1)(b),Phase I,G.47|G.46,1,https://ec.europa.eu/competition/mergers/cases1/202045/m9994_81_3.pdf
M.10003,DWS / VERTEX BIOENERGY,2020-10-08,2020-10-30,Art. 6(1)(b),Phase I,C.10|C.20|D.35,1,https://ec.europa.eu/competition/mergers/cases1/202045/m10003_69_3.pdf
M.9861,UNILABS / MEDBASE / JV,2020-10-07,2020-04-11,Art. 6(1)(b),Phase I,Q.86,1,https://ec.europa.eu/competition/mergers/cases1/202045/m9861_72_3.pdf
M.9954,SUMITOMO / AAR / JV,2020-10-06,2020-10-30,Art. 6(1)(b),Phase I,G.46,1,https://ec.europa.eu/competition/mergers/cases1/202045/m9954_55_3.pdf
M.9953,CALSTRS / ALTITUDE GROUP / AI THD,2020-10-05,2020-10-28,Art. 6(1)(b),Phase I,J.61,1,https://ec.europa.eu/competition/mergers/cases1/202044/m9953_86_3.pdf
M.9940,AAUK2 / MUL / BALLYHOURA WIND / CCWFL,2020-10-05,2020-10-28,Art. 6(1)(b),Phase I,D.35,1,https://ec.europa.eu/competition/mergers/cases1/202044/m9940_88_3.pdf
M.9979,BROOKFIELD / SIMON / JCPENNEY,2020-10-05,2020-10-27,Art. 6(1)(b),Phase I,G.47,1,https://ec.europa.eu/competition/mergers/cases1/202044/m9979_58_4.pdf
M.10002,HOYER / RHENUS / JV,2020-10-05,2020-03-11,Art. 6(1)(b),Phase I,C.33,0,https://ec.europa.eu/competition/mergers/cases1/202045/m10002_46_3.pdf
M.9875,BGL BNP PARIBAS / POST LUXEMBOURG / i-HUB,2020-10-02,2020-10-29,Art. 6(1)(b),Phase I,J.63,1,https://ec.europa.eu/competition/mergers/cases1/202044/m9875_101_3.pdf
M.9986,KPS CAPITAL PARTNERS / GARRETT MOTION,2020-10-02,2020-10-26,Art. 6(1)(b),Phase I,G.45,1,https://ec.europa.eu/competition/mergers/cases1/202044/m9986_68_3.pdf
